# x	y	cluster	file
0.18057138552521915	-0.12927171832194037	0	Yamaha TG-33/Whistle-02.wav
2.302154597352317	-7.171609327474632	0	Yamaha TG-33/Ride-02.wav
-2.9463165066473276	17.778696001340403	1	Yamaha TG-33/Bassdrum-01.wav
-2.4825404904988027	-15.215712070519377	0	Yamaha TG-33/Snap.wav
6.367317237815626	5.3340743445342165	2	Yamaha TG-33/Tom-04.wav
6.018074884756343	6.721296286190007	2	Yamaha TG-33/Snaredrum-03.wav
1.5092035391451475	-11.897883774498318	0	Yamaha TG-33/Shaker.wav
0.27649349851968186	-0.18031941249056962	0	Yamaha TG-33/Whistle-01.wav
4.330528167734765	11.962983923370745	2	Yamaha TG-33/Bongo-01.wav
3.9620626306214786	0.8855230548698633	0	Yamaha TG-33/Crash-01.wav
-6.6342980724153096	10.99041287607061	1	Yamaha TG-33/Bassdrum-03.wav
2.057241954526253	-6.403931061968499	0	Yamaha TG-33/Flute.wav
9.219492375792525	7.432976834706512	0	Yamaha TG-33/Snaredrum-04.wav
1.8853157184210945	1.1253468600095273	0	Yamaha TG-33/Unknown.wav
1.4151390697494535	0.5763554248506005	2	Yamaha TG-33/SFX-07.wav
-2.627775086172325	-8.57713672531115	0	Yamaha TG-33/Clave.wav
-0.7571530535216802	-7.864753271356628	0	Yamaha TG-33/Cowbell L.wav
2.3897417042949334	14.128312874074911	3	Yamaha TG-33/SFX-08.wav
6.68266868318492	-5.571742621553132	0	Yamaha TG-33/Clap.wav
-5.558558399137247	-12.088938893826843	0	Yamaha TG-33/SFX-02.wav
-0.6507466503154655	-1.9785359330803147	2	Yamaha TG-33/Bongo-02.wav
0.7984471501659661	-8.270781197654877	0	Yamaha TG-33/Tambourine.wav
0.23588069426027564	-1.0301851904000987	0	Yamaha TG-33/SFX-04.wav
-0.6286238810730874	10.189695224656418	3	Yamaha TG-33/Tom-02.wav
-2.7862790095577576	12.700192477289752	3	Yamaha TG-33/Tom-01.wav
-1.535975819087588	-9.496060414205797	0	Yamaha TG-33/Cowbell H.wav
3.8622219363891075	-2.5866895801804013	0	Yamaha TG-33/Timbale.wav
1.9622197414452671	-5.181882714834175	0	Yamaha TG-33/Ride-01.wav
5.58959023461961	1.7965606679097859	2	Yamaha TG-33/Snaredrum-02.wav
8.755734316988695	3.5566187234949487	0	Yamaha TG-33/Snaredrum-05.wav
-0.9701337484636062	-2.158823742690329	0	Yamaha TG-33/Crash Reverse.wav
0.7189821653779355	1.31620341173342	0	Yamaha TG-33/SFX-05.wav
-0.41447750650678095	17.080888078976606	3	Yamaha TG-33/SFX-03.wav
1.993573908930018	-6.141270563130744	0	Yamaha TG-33/Glass-02.wav
-2.6815404825543916	-5.993621768998264	0	Yamaha TG-33/SFX-06.wav
1.2248330021702973	8.289945682230702	3	Yamaha TG-33/Tom-06.wav
0.7673029496649146	-3.987690106364251	0	Yamaha TG-33/Glass-01.wav
3.2927034676237916	8.011208676617324	3	Yamaha TG-33/Tom-03.wav
-0.6036233211908478	-1.609736202266199	0	Yamaha TG-33/Triangle-01.wav
0.17779576088549454	-4.788983781170106	0	Yamaha TG-33/Cowbell.wav
5.390484492052671	12.85383166434635	3	Yamaha TG-33/Snaredrum-01.wav
-0.4136377240187384	17.19229709440026	3	Yamaha TG-33/Bassdrum-02.wav
-2.738977472497492	5.406007279982637	3	Yamaha TG-33/SFX-01.wav
-4.984945234590848	-2.404466738581526	0	Yamaha TG-33/Rimshot.wav
-1.1267173298647808	-6.000547537544405	0	Yamaha TG-33/Conga.wav
4.255285011111318	11.215352147017068	3	Yamaha TG-33/Tom-07.wav
-2.148511938784183	-7.568194308305903	0	Yamaha TG-33/Woodblock.wav
-9.801101788856709	8.377674931635525	1	Yamaha TG-33/Bassdrum-04.wav
2.6193585982702055	-6.145594855070935	0	Yamaha TG-33/Crash-02.wav
3.9522518331422285	-5.243387446523514	0	Yamaha TG-33/Hat Open.wav
1.247237647927721	-1.969276401189769	0	Yamaha TG-33/Triangle-02.wav
-0.9031321892115225	13.371192411678443	3	Roland MC-202/Bassdrum-01.wav
0.033793717212244376	9.347992499842732	3	Roland MC-202/Bassdrum-03.wav
6.609667062751078	-1.0776067016708624	0	Roland MC-202/Tom H-02.wav
3.371644556714462	2.151494900440898	0	Roland MC-202/Tom H-04.wav
0.06569625942425458	6.16582999379189	0	Roland MC-202/Bassdrum-05.wav
-1.3699286826798833	9.944290404675494	1	Roland MC-202/Click.wav
0.30018893603099533	11.101709011812119	3	Roland MC-202/Bassdrum-02.wav
-0.2344644176843634	7.492247209866326	3	Roland MC-202/Bassdrum-04.wav
