x	y	cluster	file
-13.251627058211568	10.62957318099243	0	1666.mp3
6.107694239719597	-2.9286304860521084	1	1393.mp3
5.581549361255692	-4.757729352837439	2	448.mp3
9.708945686726901	-4.100857601234627	1	165.mp3
-10.747394451188914	8.906167199405337	0	65.mp3
8.899289449331217	-3.952225908045833	1	53.mp3
7.8246600642912645	-1.4957224846151767	1	98.mp3
4.036488577374175	-6.435817174027497	0	1173.mp3
5.701065653063522	-13.4071455839058	3	942.mp3
-10.393589443945075	10.265854940289797	0	1735.mp3
-3.7951370020348922	0.4685455406292462	0	50.mp3
-9.269935465783988	9.26175400192542	0	1335.mp3
-12.66101742488937	10.425505961689648	0	113.mp3
-9.905134297652856	8.675589634362948	0	472.mp3
-4.005916961981325	0.22246648028058155	0	802.mp3
-0.9472964280097907	-6.446843567984981	4	870.mp3
-10.303590643028162	10.80488479215454	0	1650.mp3
6.363217399256271	-7.179307167622817	5	155.mp3
-13.469362267816024	9.817567121285343	0	1200.mp3
-5.288420929626378	2.915207579799755	0	487.mp3
8.10038842918648	-15.043678215613502	3	1949.mp3
3.4465612571131747	-2.335062082757278	0	532.mp3
-13.300777349591346	9.507333797719856	0	603.mp3
-10.398818561758945	11.414646652591216	0	861.mp3
-13.261750383298759	9.8171036888293	0	1488.mp3
11.484474834704733	-6.997446241792364	6	1579.mp3
8.452003059630478	-4.81930870101794	7	63.mp3
-13.387849210956704	10.478124489406536	0	694.mp3
9.232622700846525	-2.7809115023178395	0	1352.mp3
-13.202259446828073	10.726837337529263	0	617.mp3
5.765220804169576	-12.837547459605068	3	1561.mp3
0.2838569623716896	-3.9096930260637337	6	1202.mp3
11.913278370594028	-7.298639568163968	1	1550.mp3
-10.295398409083475	9.739512232604811	0	1502.mp3
-13.288887830125487	10.760728547279514	0	1699.mp3
-12.708511120088927	11.044825934433154	0	1793.mp3
5.070809063788069	-2.634179674772209	1	202.mp3
7.648807448120665	-8.654308160780685	5	580.mp3
-6.621485601652935	2.713578342681101	0	732.mp3
-13.280644001748527	10.792557498358331	0	1476.mp3
10.74371520911957	-4.412446193232236	1	79.mp3
-3.465032736979364	-5.6538197041754	1	1875.mp3
17.685728656399053	-12.513494747386332	4	842.mp3
-12.097804838416938	8.08452125246141	0	1426.mp3
-13.252951311274924	10.71369263145667	0	1965.mp3
-0.7331160152894967	5.175656371229455	0	576.mp3
-9.079834640194504	10.279924081612519	0	1302.mp3
-11.198270775217948	10.955723977519014	0	1023.mp3
2.9617073666936258	4.661320669162796	0	170.mp3
-13.558659582958235	10.08073480958731	0	519.mp3
2.161380360507077	0.6106372924291863	1	1634.mp3
-8.90558986034613	5.058760048255846	0	1618.mp3
8.557655783170189	-6.10893034362352	7	405.mp3
8.904169286618313	-7.381694459437167	0	193.mp3
7.062769975000497	-5.357494772880868	7	308.mp3
7.5346215283665074	-8.608907832498486	5	315.mp3
-8.77423746794088	6.134948264964615	0	213.mp3
14.0429078973152	-13.685083128853968	3	1178.mp3
-1.4929858474940365	4.041913740335927	0	180.mp3
-5.430840067544064	4.3238279133562525	0	1477.mp3
-8.010398552217506	8.515629841061752	0	504.mp3
13.517399101654593	-15.915654834100659	3	49.mp3
-9.180290134048159	8.976640802340462	0	1882.mp3
4.032296435807399	-1.017082101329212	2	506.mp3
3.9734365202455373	5.259648694453657	3	404.mp3
8.020557258953083	-3.103943863938051	7	397.mp3
6.7071487492497734	-2.532574902968039	1	1070.mp3
-8.657320158312237	2.221706789707921	0	774.mp3
2.3114298226464087	-2.53666288426526	0	1061.mp3
-6.838103408645942	6.3935980744861425	0	771.mp3
-3.9794642668048867	6.949823255502825	0	940.mp3
17.117656283764283	-9.914507454797745	6	1304.mp3
8.136917287961774	-13.05796584303956	3	1106.mp3
10.361636239812452	-12.822237574128607	5	1925.mp3
-4.040129908152593	7.162739307648599	0	1241.mp3
0.19924310156847927	-5.850877951670469	4	1197.mp3
-8.922783444476218	10.139333191385742	0	1809.mp3
-11.837678725426624	10.309300957187554	0	690.mp3
4.472410393696039	-10.189099771817483	3	1525.mp3
-7.242312345017225	6.2906085330471155	0	1367.mp3
-5.6376340154392635	8.53838151910936	0	604.mp3
-13.529175117103211	9.252933911191558	0	1636.mp3
-7.6247125962069395	7.396521880639186	0	247.mp3
-13.111108618863119	10.943110560331556	0	633.mp3
0.8312534760582715	-8.509691161015946	4	693.mp3
-7.158674832428499	4.044331743036254	0	1440.mp3
-0.29126888114941324	-1.07691424912511	0	1950.mp3
0.09356188930259879	-1.2424103968757383	0	1920.mp3
3.875213826625856	-3.941236365367356	7	1738.mp3
7.726403558950303	-1.7796341570686618	1	923.mp3
13.856371132532834	-6.818914907592067	1	316.mp3
9.125697203986007	-2.8378752126420212	2	1822.mp3
6.054508226070609	-2.649414181632361	1	1683.mp3
-13.465222397493998	10.227384059153568	0	560.mp3
14.293909412500913	-13.332970919979287	3	1383.mp3
0.16537817699853635	3.723579461464543	0	509.mp3
-9.157343201975353	8.727595048383064	0	331.mp3
-11.376766079128434	10.741180384584997	0	292.mp3
7.920512005470176	-7.371017678545989	6	990.mp3
-6.491408880857036	8.132859796479272	0	278.mp3
2.981161546116078	2.673175552912387	0	131.mp3
5.58366543113794	-0.8702066403278361	5	1039.mp3
-12.866354164805808	11.134461667460338	0	384.mp3
-12.6455419381261	11.434738924128512	0	395.mp3
7.042273354758215	-9.082195297447281	6	1879.mp3
12.740823722426681	-11.697171290789273	4	322.mp3
-1.9704695161229613	-1.096013717934412	0	1425.mp3
4.724176078229711	-7.4571448460650185	6	1741.mp3
-10.451133698108075	5.968720904115493	0	242.mp3
-11.877736307889196	10.812139800341727	0	386.mp3
-5.880523820655714	5.292568370081312	0	1036.mp3
-7.071542747321473	3.8262372817651333	0	1289.mp3
-11.6725529805513	9.312711354614265	0	1024.mp3
-12.394481330903325	7.888537843508085	0	1056.mp3
4.027531605910716	-3.78716575050011	7	119.mp3
10.678201311722358	-5.06412122183984	0	588.mp3
-0.18872712500707028	4.34817061658332	5	1688.mp3
11.47507598980402	-15.678285091613533	3	1855.mp3
8.297339734650052	-4.394180674736758	1	1092.mp3
2.181842790017535	0.6745033773247534	1	921.mp3
-11.416289388679331	11.323148962046188	0	728.mp3
-13.421728461422209	10.66853990983395	0	46.mp3
-0.28138671575597635	-1.174063908662106	0	1326.mp3
-7.292417946265249	6.409153987042947	0	792.mp3
-10.763249963314705	5.918901979147729	0	86.mp3
-11.343482366937767	8.17703260834356	0	1172.mp3
5.6415968061611315	1.6103548213216397	4	1032.mp3
11.075272821465726	-16.8058569439031	3	470.mp3
-8.87316050852495	-0.6828418950888125	3	590.mp3
18.292159600589805	-15.705452248536892	3	1678.mp3
5.895305819017743	-10.701930686002605	3	1868.mp3
1.8022608863921843	-8.376379493590713	4	1739.mp3
-13.294996693320996	10.705678150919635	0	1861.mp3
-1.343939353620628	-0.2658248179668748	0	344.mp3
-8.844864597229067	3.4085014764852213	0	1088.mp3
7.246272268470873	-2.4678623746044632	2	272.mp3
12.717470950136665	-16.536242490088533	3	556.mp3
-12.722765091576344	11.044403998282382	0	1388.mp3
-2.8502418013650956	7.844155188054591	0	1094.mp3
-12.698092113647386	9.783248101627233	0	1466.mp3
15.026156905268714	-16.658419179827302	3	1136.mp3
-10.993256259446536	11.155178990470125	0	410.mp3
-7.93561639814618	8.868738119230727	0	422.mp3
6.502579443652046	-14.597069830062571	3	1718.mp3
-2.4674876758809345	1.8083844003004341	0	730.mp3
-9.001820767687848	9.856149947517336	0	1922.mp3
-9.92009792869594	9.479648907900307	0	1677.mp3
-12.072142548758551	9.413098569392469	0	862.mp3
-0.08948744693883591	-0.6114538184428001	0	279.mp3
-5.479248838130996	2.8617647420238526	0	1601.mp3
-0.932602905831326	5.385188607428652	0	455.mp3
1.765179901845081	0.8640511325946566	2	1859.mp3
3.742955146484287	0.8654177080053683	0	1841.mp3
2.253632836991314	-6.57957840700721	0	387.mp3
-6.10984978143038	5.933378204741611	0	1177.mp3
-10.199088470523314	10.549790833244403	0	618.mp3
7.542888963372563	-4.180259016905653	1	1539.mp3
10.764974856146614	-1.3937296437723339	3	463.mp3
4.368182578460103	-3.8233063109043934	2	1038.mp3
-12.64628926050466	10.557242259534663	0	1348.mp3
-4.29270843015972	3.6454456589557873	1	902.mp3
