# x	y	cluster	file
-36.38262939453125	24.000215530395508	1	811.mp3
-35.444541931152344	23.056501388549805	1	1265.mp3
-36.270503997802734	23.831636428833008	1	1883.mp3
-36.041587829589844	23.701444625854492	1	1614.mp3
-36.1038818359375	23.725736618041992	1	250.mp3
-35.7181282043457	23.380605697631836	1	1157.mp3
-35.327049255371094	23.164567947387695	1	1585.mp3
-36.051212310791016	23.550615310668945	1	1966.mp3
-36.04337692260742	23.552392959594727	1	1657.mp3
-36.356292724609375	23.737838745117188	1	43.mp3
-35.960792541503906	23.68171501159668	1	943.mp3
-35.93605422973633	23.658048629760742	1	957.mp3
-36.082183837890625	23.548648834228516	1	649.mp3
-35.916473388671875	23.65700340270996	1	733.mp3
-36.477622985839844	23.958574295043945	1	31.mp3
-36.40562438964844	23.778657913208008	1	1044.mp3
-35.433135986328125	23.227991104125977	1	998.mp3
-36.5220947265625	23.99942970275879	1	1297.mp3
-35.60257339477539	23.339881896972656	1	920.mp3
-36.005332946777344	23.6370906829834	1	1007.mp3
-36.24482727050781	23.813119888305664	1	1437.mp3
-36.44734191894531	23.955018997192383	1	910.mp3
-35.28436279296875	23.172487258911133	1	26.mp3
-35.56996154785156	23.452653884887695	1	67.mp3
-35.706275939941406	23.415983200073242	1	925.mp3
-36.30207061767578	23.8100643157959	1	1884.mp3
-36.3033447265625	23.726099014282227	1	594.mp3
-35.34715270996094	23.072431564331055	1	1652.mp3
-35.47450637817383	23.243900299072266	1	1718.mp3
-36.23529815673828	23.7375431060791	1	1119.mp3
-35.45825958251953	23.149065017700195	1	297.mp3
-36.76825714111328	24.169523239135742	1	397.mp3
-36.080055236816406	23.6484432220459	1	180.mp3
-36.00343704223633	23.669462203979492	1	108.mp3
-35.63652801513672	23.357450485229492	1	356.mp3
-36.60400390625	24.092676162719727	1	698.mp3
-35.70520782470703	23.454504013061523	1	1946.mp3
-35.56700134277344	23.326574325561523	1	194.mp3
-36.313228607177734	23.74478530883789	1	837.mp3
-36.01837158203125	23.54026222229004	1	605.mp3
-35.78822708129883	23.639741897583008	1	19.mp3
-36.236637115478516	23.849960327148438	1	836.mp3
-36.12934112548828	23.887420654296875	1	1559.mp3
-36.016510009765625	23.738954544067383	1	1292.mp3
-35.47090148925781	23.260204315185547	1	1074.mp3
-35.81143569946289	23.517805099487305	1	1382.mp3
-36.69606018066406	24.084674835205078	1	1475.mp3
-35.424964904785156	23.167261123657227	1	1394.mp3
-35.8088493347168	23.655908584594727	1	610.mp3
-36.229759216308594	23.721872329711914	1	66.mp3
-36.326927185058594	23.932165145874023	1	947.mp3
-35.47724151611328	23.137245178222656	1	562.mp3
-36.06553649902344	23.60114288330078	1	567.mp3
-36.09455108642578	23.612661361694336	1	1813.mp3
-35.75032043457031	23.41045379638672	1	1076.mp3
-35.67571258544922	23.544309616088867	1	544.mp3
-36.19721984863281	23.797929763793945	1	889.mp3
-35.86870574951172	23.584613800048828	1	408.mp3
-35.735084533691406	23.411983489990234	1	1970.mp3
-35.064414978027344	22.89976692199707	1	58.mp3
-35.84681701660156	23.577861785888672	1	1125.mp3
-36.208473205566406	23.87981605529785	1	959.mp3
-36.38029861450195	23.91153907775879	1	1705.mp3
-35.97144317626953	23.58030128479004	1	1396.mp3
-35.79182434082031	23.574235916137695	1	29.mp3
-35.61663818359375	23.3404598236084	1	72.mp3
-35.457275390625	23.083364486694336	1	1783.mp3
-36.15353775024414	23.77754783630371	1	284.mp3
-36.496036529541016	23.971786499023438	1	1167.mp3
-35.567626953125	23.402631759643555	1	1046.mp3
-35.879981994628906	23.41083526611328	1	117.mp3
-36.16679382324219	23.833980560302734	1	1859.mp3
-36.476226806640625	23.869421005249023	1	1170.mp3
-35.90081787109375	23.54829978942871	1	969.mp3
-36.543548583984375	23.99744987487793	1	1621.mp3
-35.50932693481445	23.26597023010254	1	892.mp3
-35.99392318725586	23.530845642089844	1	1214.mp3
-36.005123138427734	23.59858512878418	1	474.mp3
-36.442108154296875	23.915084838867188	1	1910.mp3
-35.960899353027344	23.59401512145996	1	1158.mp3
-36.52057647705078	24.025625228881836	1	1567.mp3
-36.01369857788086	23.622220993041992	1	46.mp3
-35.87879180908203	23.603219985961914	1	335.mp3
-35.52513122558594	23.268068313598633	1	1880.mp3
-35.86744689941406	23.411012649536133	1	1778.mp3
-36.78181076049805	24.183286666870117	1	312.mp3
-36.19822692871094	23.7479190826416	1	111.mp3
-36.11814880371094	23.697725296020508	1	404.mp3
-36.22309875488281	23.845703125	1	343.mp3
-35.54949951171875	23.280881881713867	1	1115.mp3
-36.030662536621094	23.597387313842773	1	942.mp3
-35.937477111816406	23.6906681060791	1	1286.mp3
-36.10438919067383	23.647077560424805	1	1770.mp3
-35.650604248046875	23.452726364135742	1	1979.mp3
